time,CH01,CH02,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,CH12,CH13,CH14,CH15,CH16
16:11:43,26,89,6,88,-12,7812,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:43,37,72,22,224,24,8484,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,24,76,12,-352,-44,7920,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,23,81,-25,268,144,8000,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,34,64,-19,108,72,8576,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:43,19,77,-20,52,-32,8016,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,32,73,-14,204,100,8012,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,25,58,-1,68,196,8404,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,17,79,2,68,52,8016,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,31,71,5,-68,-128,8228,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,31,82,10,96,188,8336,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,22,83,14,148,68,7952,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,23,72,-11,-84,-92,8136,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,21,70,-22,168,172,8264,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,28,71,-37,24,192,7968,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:43,33,78,19,-204,-4,8192,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,37,62,18,428,12,8312,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,25,88,-23,-248,80,7840,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,30,71,-9,116,-64,8296,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,17,75,-18,328,260,8332,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:43,32,87,-6,-316,-116,7900,0.703125,0.78125,-0.703125,5,-2,0,0,0,0,0
16:11:43,27,64,-1,448,24,8272,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,27,73,-14,-172,132,8100,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,28,74,3,-420,68,7884,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,32,66,-5,204,-60,8292,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,23,80,1,192,180,8328,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,35,79,-5,-476,52,7772,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,32,76,14,320,-4,8352,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,15,80,-28,-36,140,8112,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,41,77,18,-24,40,7940,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,25,59,-12,388,204,8460,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,22,75,29,-280,-80,7828,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,21,81,-9,160,44,7940,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,33,65,-26,4,152,8468,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,20,76,-30,-84,-28,7960,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,35,84,21,32,-64,8064,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,19,70,0,72,172,8424,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,29,85,-18,132,-56,8000,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,29,63,-14,-16,-140,8072,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,26,77,-25,-4,128,8284,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,29,81,1,-28,12,7908,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,24,77,-6,-28,-100,8140,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,23,70,-11,204,140,8312,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,24,79,-16,-112,64,7932,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,34,69,4,-48,36,8240,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,20,62,-2,488,156,8284,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,26,83,-5,-444,168,7928,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,25,60,-8,248,-148,8324,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,33,87,-30,76,260,8308,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,16,78,13,-492,136,7820,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,28,76,0,608,-116,8388,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,32,67,-3,-220,124,8084,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,17,83,-7,-32,64,7824,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,27,64,-13,288,56,8484,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,27,79,-8,-320,-96,8060,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,23,78,-15,244,80,7912,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,24,72,1,144,116,8504,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,35,81,-3,-4,-96,7924,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,27,77,13,136,128,8048,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,22,74,-23,-28,48,8316,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,22,68,-22,144,64,8000,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,38,79,28,-196,8,8124,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,18,74,6,64,36,8232,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,27,84,-6,8,116,7940,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,25,69,11,-112,-56,8316,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,29,74,-37,504,152,8244,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,25,78,-34,-116,156,7924,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,20,79,-5,16,-168,8372,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,38,65,12,316,232,8316,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,20,86,26,-580,40,7832,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,25,64,2,600,-20,8336,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,22,86,-39,-244,60,8044,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,30,64,-39,96,32,7988,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,20,74,3,284,144,8464,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,19,66,14,-156,-140,8048,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,23,94,-17,188,108,8016,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,23,69,5,68,168,8448,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,33,79,3,-8,80,7972,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,25,73,-13,-36,-76,8104,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,21,73,-20,-176,84,8416,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,23,79,9,-8,136,7888,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,26,60,-31,-100,-120,8192,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,23,81,3,228,24,8248,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,35,88,-22,-232,244,7924,0.703125,0.78125,-0.703125,5,-2,0,0,0,0,0
16:11:43,24,62,-23,8,8,8276,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,20,75,9,392,152,8312,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,26,82,-24,-392,-24,7872,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,29,72,-9,400,-28,8312,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,29,67,14,40,204,8184,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,27,82,-1,-280,48,7836,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,21,68,-7,480,184,8408,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,25,84,-3,-280,-16,8004,0.703125,0.78125,-0.703125,5,-2,0,0,0,0,0
16:11:43,32,77,-48,136,200,7892,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,17,71,9,332,132,8484,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,29,68,0,-172,0,7980,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,17,79,-47,228,56,8016,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,38,68,7,-64,164,8408,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,30,78,11,68,68,7924,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,18,77,-14,96,-104,8148,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,27,85,-4,-68,204,8220,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,27,62,-38,28,164,8000,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,24,76,-23,-216,-68,8180,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,27,71,6,288,84,8216,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,19,61,-22,-324,120,7940,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,26,80,-5,300,-56,8232,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,22,75,22,284,248,8200,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,31,83,-34,-400,32,7900,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,28,68,-3,436,-52,8392,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,31,84,-9,-340,12,7944,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,27,70,-21,-200,-8,7884,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,30,73,-23,180,116,8456,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,12,76,25,-312,-48,7876,0.703125,0.78125,-0.703125,5,-2,0,0,0,0,0
16:11:43,26,79,15,136,100,7968,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,37,75,-11,8,100,8404,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,26,71,-23,244,144,8016,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,19,76,6,60,-160,8236,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,19,73,-37,-60,116,8312,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,33,75,20,112,136,7956,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,16,77,-26,-276,-100,8184,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,30,66,-18,372,208,8320,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,11,96,15,-260,192,7856,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,20,61,-12,40,-140,8288,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,29,71,-25,300,140,8176,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,24,88,-8,-260,-48,7932,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,25,67,0,336,8,8312,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,17,77,10,-200,116,8040,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,34,78,-11,-160,84,7852,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,22,64,2,256,84,8512,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,21,87,-1,-356,-8,7896,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,17,73,-20,232,104,8000,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,27,71,-14,72,44,8400,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,24,75,2,64,-44,8020,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,31,79,7,152,32,8132,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,23,70,-8,-4,144,8296,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,13,74,-2,88,116,7908,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,27,82,11,-216,-128,8192,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,24,63,-34,528,172,8304,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,28,89,34,-212,188,7908,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,21,67,-2,204,-68,8272,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,20,66,-11,256,208,8300,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,16,77,-35,-572,-100,7780,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,24,69,1,-216,-56,8208,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,23,69,-23,356,64,8180,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,26,74,-20,-340,184,7888,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,15,78,-23,352,32,8304,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,20,73,-13,-16,60,8160,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,32,79,0,-272,72,7852,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,24,68,17,304,200,8460,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,29,78,-4,-384,-104,7952,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,4,69,-2,224,112,7992,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,26,76,-3,76,76,8512,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,32,65,-36,4,-24,7972,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,29,86,6,24,-8,8008,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:43,23,69,18,4,240,8404,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,27,78,9,4,136,7944,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,12,76,-10,-312,-132,8156,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,41,69,-19,344,216,8236,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,11,82,-33,-108,68,7988,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,36,79,10,-32,-88,8184,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:43,21,70,4,368,276,8224,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,15,86,-19,-324,-56,7976,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,17,74,-33,400,84,8276,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,27,61,-31,-100,64,8040,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,43,82,35,-44,-36,7912,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:44,20,70,8,52,180,8416,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,16,73,7,-180,88,8076,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,25,81,-25,160,24,7980,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,23,68,-21,132,20,8456,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,24,81,10,156,96,8000,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,28,68,-18,-12,-36,8076,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:44,33,75,22,-124,196,8248,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,12,65,-40,-28,36,7972,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:44,22,85,-10,-272,-188,8220,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:44,27,65,-26,360,104,8260,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:44,28,87,-1,-292,48,7932,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,23,60,-21,336,-12,8332,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,26,75,6,-4,320,8172,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,14,76,-14,-400,0,7848,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:44,29,63,6,404,8,8288,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:44,28,79,-3,-368,60,8004,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,12,72,0,112,52,7908,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:44,37,75,-8,232,140,8464,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,22,68,-19,-184,4,7976,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,26,78,7,60,148,7988,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,17,72,6,76,132,8484,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:44,28,80,-27,120,52,8040,0.703125,0.078125,-0.703125,5,-2,0,0,0,0,0
16:11:44,24,70,-42,-24,-88,8148,0.703125,0.078125,0,5,-2,0,0,0,0,0
16:11:44,28,70,12,-84,156,8256,0.703125,0.78125,0,5,-2,0,0,0,0,0
16:11:44,23,80,-5,24,84,7900,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,30,81,44,-300,-196,8236,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,20,60,-25,368,44,8268,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,20,88,-13,-296,104,7876,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,22,66,-20,372,-84,8272,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,22,76,-19,108,244,8204,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,22,69,7,-424,-52,7768,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,34,78,-26,344,56,8372,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,15,68,3,-352,-4,8008,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,13,91,9,36,108,7824,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,30,68,-20,176,128,8452,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,22,80,6,-124,-8,7988,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,26,77,-14,32,116,8072,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,38,62,-6,72,80,8380,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,22,85,-5,96,104,8040,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,21,66,-30,-88,-120,8100,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,19,71,23,24,180,8240,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,24,83,13,-4,156,7944,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,27,61,-7,-152,-96,8216,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,17,82,-10,376,128,8268,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,32,68,-39,-156,172,7932,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,25,75,4,108,-20,8272,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,26,73,1,348,184,8300,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,12,71,16,-280,-68,7928,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,26,76,-4,352,48,8276,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,31,60,-31,-56,120,8148,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,15,91,-4,-144,44,7892,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,25,62,0,392,76,8340,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,24,72,-10,-328,-20,7860,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,28,85,36,160,208,7904,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,10,58,1,76,-24,8504,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,22,80,-19,84,-48,7884,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,24,68,14,36,76,8068,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,29,71,-1,-64,100,8312,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,16,71,-7,84,52,7944,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,22,80,18,-160,-72,8128,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,25,73,4,52,208,8216,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,16,75,-12,52,100,7892,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,23,68,-11,-96,-60,8292,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,20,71,-16,356,80,8232,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,25,69,-24,-156,112,7920,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,34,74,-6,108,64,8212,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,9,61,-1,288,196,8344,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,21,83,38,-508,-48,7860,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,24,69,-15,460,20,8260,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,19,74,-33,-244,124,8072,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,25,75,-12,-124,12,7880,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,33,70,-12,240,272,8420,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,17,79,-12,-292,8,7928,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,13,83,21,216,8,7972,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,29,70,5,160,0,8504,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,23,77,15,-16,68,7924,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,16,75,-16,76,84,8084,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,23,60,-33,-52,4,8356,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,27,81,-11,256,0,8012,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,21,72,-31,-68,-32,8112,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,26,61,-21,72,100,8292,0.703125,0.78125,0.703125,5,-2,0,2,0,0,0
16:11:44,25,86,17,108,264,7916,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,15,69,-18,-228,-140,8264,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,16,71,-2,452,120,8236,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,29,78,9,-276,264,7892,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,20,79,-14,192,-56,8240,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,18,65,-55,224,164,8232,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,37,90,23,-492,-12,7884,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,25,65,-12,488,60,8356,0.703125,0.078125,-0.703125,5,-2,0,2,0,0,0
16:11:44,11,67,-19,-136,112,8124,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,24,73,-8,-172,64,7876,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,22,73,30,312,168,8412,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,11,68,-5,-392,-76,7992,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,26,92,-28,104,100,7892,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,32,62,-25,624,76,8412,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,8,82,30,-212,12,8016,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,34,65,-30,156,-4,7920,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,21,76,-2,204,76,8492,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,19,71,-2,-308,80,7952,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,22,79,-36,104,60,8028,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,26,66,5,232,120,8440,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,17,84,9,36,36,8060,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,22,73,-12,84,-72,8096,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,28,75,13,128,184,8292,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,16,71,-13,76,-16,7924,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,25,77,-33,-256,-160,8168,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,13,64,-2,220,176,8288,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,33,83,34,-220,84,7892,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,19,68,-15,36,16,8264,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,14,68,-9,340,208,8388,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,20,82,-6,-484,12,7780,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,22,68,-6,556,36,8260,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,18,65,-23,-88,208,8172,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,30,87,18,-192,68,7836,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,15,64,-16,420,136,8452,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,25,82,-15,-196,-20,7972,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,28,72,15,144,116,7944,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,16,69,13,188,128,8520,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,24,81,-9,-152,-60,7892,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,22,73,-11,36,68,8096,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,24,62,-2,112,84,8412,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,22,87,-18,12,56,7932,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,30,54,-12,36,-100,8148,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,23,82,-22,-320,196,8172,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,15,73,15,-76,184,8020,0.703125,0.78125,0,5,-2,0,2,0,0,0
16:11:44,16,73,4,-268,-64,8168,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,22,72,-2,308,152,8340,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,18,85,-5,-236,-8,7924,0.703125,0.078125,0,5,-2,0,2,0,0,0
16:11:44,27,70,-19,76,-48,8276,0.703125,0.78125,0,5,-2,0,2,0,0,0
