time,CH01,CH02,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,CH12,CH13,CH14,CH15,CH16
16:11:36,23,163,-8,148,460,8200,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,31,179,-19,-24,100,7960,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,26,182,8,-172,400,7988,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,22,165,5,120,400,8256,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,29,164,-25,-16,84,8060,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,31,170,-23,-16,436,7996,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,23,154,-33,244,52,8284,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,26,154,14,128,440,8304,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,19,159,-38,-172,180,7988,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,17,167,-24,-124,308,7976,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,21,140,-10,52,100,8252,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,24,145,5,284,504,8236,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,14,152,-6,-144,208,7844,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,10,145,4,-124,408,7904,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,15,157,-2,-84,64,8100,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,9,121,-28,52,468,8332,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,16,142,-13,-148,252,8020,2.109375,0.78125,0.703125,0,0,0,0,0,0,0
16:11:36,11,152,-37,-272,256,7904,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,10,133,14,-136,84,8112,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,9,136,-6,104,368,8384,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,6,137,-4,28,240,8084,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,14,142,15,-152,308,7968,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,6,140,-39,-156,100,8008,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-1,118,-35,92,232,8460,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,4,123,-11,-68,220,8228,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,10,140,-17,-136,240,7984,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,11,118,-11,-148,220,7952,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-9,114,-48,244,88,8432,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,2,120,13,52,396,8188,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,3,128,19,-188,164,7992,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-7,107,-14,-132,244,8104,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,2,121,-29,64,164,8308,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-5,110,-13,156,416,8284,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,0,112,-34,96,72,8044,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,1,114,-23,8,384,8040,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-5,100,1,12,132,8336,2.109375,0.78125,0.703125,0,0,0,0,0,0,0
16:11:36,-23,104,-10,152,408,8292,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-8,118,-15,-28,12,7896,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-4,107,-13,96,400,7988,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,4,112,2,196,80,8296,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-6,91,-43,60,380,8328,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-13,101,-11,-44,20,7988,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-14,105,-21,-16,384,7912,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-5,111,-3,120,156,8160,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-9,95,-16,12,444,8292,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-23,97,-1,-76,72,7972,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-22,108,-18,-260,380,7960,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-10,95,-21,68,96,8216,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-16,95,-19,124,472,8228,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-15,100,-4,-184,116,8000,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-13,94,-11,-128,324,7944,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-18,85,-11,108,36,8272,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-19,102,-7,204,444,8212,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-22,92,-39,-236,76,7820,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-14,91,-5,-140,348,7956,2.109375,0.78125,0.703125,0,0,0,0,0,0,0
16:11:36,-20,86,-16,32,52,8164,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-24,84,2,-8,420,8300,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-12,99,-6,-296,88,7892,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-18,89,-4,-68,360,7908,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-19,84,-26,16,156,8184,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-28,86,-9,68,496,8324,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-25,88,7,-280,80,8016,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-12,95,2,-244,312,7900,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-26,86,-17,-124,24,8212,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-28,76,-18,168,320,8340,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-26,99,-39,-280,60,7992,2.109375,0.78125,-0.703125,0,0,0,0,0,0,0
16:11:36,-14,79,7,-108,308,7912,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-23,93,-4,212,48,8232,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-33,71,-13,208,272,8268,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-26,77,-45,-8,128,7976,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-19,86,-22,-12,380,7964,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-24,80,-4,148,68,8272,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-28,85,-5,164,416,8208,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-30,74,-21,132,148,8060,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-29,91,2,-96,268,8012,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-29,69,-20,120,112,8416,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-33,69,0,108,348,8216,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-33,79,-36,24,80,8108,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-21,89,-28,-8,236,7996,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-29,68,-10,260,52,8456,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-32,79,-34,-128,324,8160,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-32,76,21,-56,324,7900,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-28,89,-13,0,140,8136,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-37,61,14,176,228,8440,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-30,70,-18,76,132,8244,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-35,81,-28,124,52,8036,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-30,67,3,-156,304,8000,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-36,76,-26,112,68,8340,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-26,61,-13,100,340,8252,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-42,75,-13,-4,180,8056,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-34,74,-40,-160,32,8076,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-20,63,-10,88,264,8408,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-33,72,-4,-64,208,8148,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-42,86,15,-300,172,7880,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-37,58,-40,-56,-36,8100,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-34,70,-31,108,324,8432,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-25,61,16,-16,204,7988,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-38,80,4,-296,316,7900,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-42,68,5,92,-8,8072,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-46,57,-19,-4,352,8360,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-32,78,-23,-292,108,7852,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-29,79,-21,-160,312,7776,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-32,60,-19,204,72,8268,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-44,69,-11,128,284,8320,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-37,69,0,24,108,8012,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-33,63,-23,-8,184,8012,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-38,66,-8,252,108,8340,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:36,-34,65,12,148,184,8224,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:37,-39,73,-2,-64,240,7988,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:37,-42,75,-33,-184,120,8056,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:37,-30,56,-51,120,284,8468,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:37,-31,63,-15,-72,76,8204,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:37,-33,70,20,-272,256,7904,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:37,-38,54,-20,-228,-28,8084,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:37,-39,60,8,156,404,8316,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:37,-43,74,0,-88,132,8028,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:37,-31,74,-25,-156,324,7912,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:37,-29,68,-5,-48,-8,8292,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:37,-34,55,-19,76,396,8248,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-45,69,-24,-84,32,8020,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-39,76,-10,-220,236,7960,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-42,51,-1,208,88,8376,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-35,67,10,224,184,8224,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-33,65,-12,84,220,8140,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-36,66,-19,-60,60,8092,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-36,61,-12,108,208,8460,2.109375,0.78125,0,0,0,0,0,0,0,0
16:11:37,-44,55,-8,-24,236,8200,1.40625,0.78125,-0.703125,0,0,0,0,0,0,0
16:11:37,-41,73,4,-176,144,7864,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-32,56,-17,-124,12,8232,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-36,62,11,4,308,8316,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-39,60,-34,-228,128,7972,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-47,62,-5,-260,276,7956,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-41,66,-15,64,76,8248,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-40,59,-17,196,328,8248,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-34,67,-8,124,20,7964,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-40,68,3,16,212,8084,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-36,68,1,188,36,8400,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-30,55,11,-68,232,8148,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-58,69,-30,-120,112,7952,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-46,66,-18,-200,-64,8068,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-34,54,-40,44,176,8412,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-35,67,9,-112,124,8052,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-37,59,-20,-252,332,7876,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-38,76,3,76,20,8240,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-42,50,-13,116,368,8288,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-38,58,-7,4,-8,7988,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-38,73,0,-120,96,7916,1.40625,0.78125,-0.703125,0,0,0,0,0,0,0
16:11:37,-44,58,7,332,116,8248,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-40,57,-27,84,216,8216,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-36,74,-13,-132,88,8144,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-41,53,7,-76,76,8164,1.40625,0.78125,-0.703125,0,0,0,0,0,0,0
16:11:37,-42,60,-15,144,228,8404,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-40,64,-7,-92,200,8160,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-42,69,-17,-200,168,7864,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-45,59,1,-140,-8,8176,1.40625,0.78125,0,0,0,0,0,0,0,0
16:11:37,-40,49,2,168,232,8396,1.40625,0.78125,0,0,0,0,0,0,0,0
